StockCode,Description,TotalSales,Total_Quantity,Unique_Customers,Total_Transactions,Avg_Price
23392,SPACEBOY ROCKET LOLLY MAKERS,1165.28,587,70,78,1.985144804088586
23393,HOME SWEET HOME CUSHION COVER ,2861.25,763,165,201,3.75
23394,POSTE FRANCE CUSHION COVER,1470.0,392,90,119,3.75
23395,BELLE JARDINIERE CUSHION COVER,2555.73,683,141,175,3.741918008784773
23396,BUTTERFLY CUSHION COVER,30.0,8,2,2,3.75
23396,LA JARDIN BOTANIQUE CUSHION COVER,300.0,80,23,23,3.75
23396,LE JARDIN BOTANIQUE CUSHION COVER,1948.23,521,114,139,3.739404990403071
23397,FOOT STOOL HOME SWEET HOME ,4069.9,434,139,176,9.377649769585254
23398,HANGING HEART BONHEUR,495.83,587,53,57,0.8446848381601363
23399,HOME SWEET HOME HANGING HEART,1539.6299999999999,1815,146,176,0.8482809917355372
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2247.36,448,76,95,5.0164285714285715
23401,RUSTIC MIRROR WITH LACE HEART,2155.51,443,59,70,4.865711060948081
23402,HOME SWEEET HOME 3 PEG HANGER ,93.75,25,4,4,3.75
23402,HOME SWEET HOME 3 PEG HANGER ,934.1700000000001,255,44,51,3.6634117647058826
23403,LETTER HOLDER HOME SWEET HOME,1980.31,595,80,110,3.328252100840336
23404,HOME SWEET HOME BLACKBOARD,4108.58,969,104,136,4.240020639834881
23405,HOME SWEET HOME 2 DRAWER CABINET,1128.05,235,54,57,4.800212765957447
23406,HOME SWEET HOME KEY HOLDER,2148.54,434,65,94,4.950552995391705
23407,SET OF 2 TRAYS HOME SWEET HOME,2426.72,248,103,118,9.78516129032258
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,53,59,2.08
23409,PHOTO FRAME LINEN AND LACE LARGE,771.72,208,39,41,3.710192307692308
23410,CURIO CABINET LINEN AND LACE ,290.1,36,16,18,8.058333333333334
23411, TRELLIS COAT RACK,1016.5500000000001,217,42,46,4.684562211981567
23412,HEART MIRROR ANTIQUE WHITE,2269.14,351,64,71,6.464786324786324
23413,DECORATIVE VINTAGE COFFEE  BOX,208.20000000000002,44,13,16,4.731818181818182
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,49.5,10,4,4,4.95
23413,VINTAGE COFFEE GRINDER BOX,485.70000000000005,102,20,23,4.761764705882354
23414,ZINC BOX SIGN HOME,1348.01,139,58,62,9.697913669064748
23415,HOME SWEET HOME HOOK,405.59999999999997,326,42,45,1.2441717791411042
23416,CHAMBRE HOOK,155.06999999999996,123,18,18,1.260731707317073
23417,BATHROOM HOOK,137.76,140,21,21,0.984
23418,LAVENDER TOILETTE BOTTLE,1066.88,533,55,60,2.0016510318949345
23419,HOME SWEET HOME BOTTLE ,895.0400000000001,437,56,61,2.048146453089245
23420,PANTRY HOOK TEA STRAINER ,330.72,159,26,28,2.08
23421,PANTRY HOOK SPATULA,316.16,152,24,26,2.08
23422,PANTRY HOOK BALLOON WHISK ,407.68,196,29,31,2.08
23423,PANTRY 3 HOOK ROLLING PIN HANGER,757.5,202,47,51,3.75
23424,GINGHAM RECIPE BOOK BOX,1966.95,409,87,103,4.8091687041564795
23425,STORAGE TIN HOME SWEET HOME,435.43,237,35,35,1.8372573839662447
23426,METAL SIGN DROP YOUR PANTS,3186.78,1230,126,171,2.590878048780488
23427,STOOL HOME SWEET HOME ,2635.9,227,87,106,11.611894273127755
23428,IVORY RETRO KITCHEN WALL CLOCK,559.5,70,25,26,7.992857142857143
23429,RED RETRO KITCHEN WALL CLOCK,358.6,44,19,20,8.15
23430,BLUE RETRO KITCHEN WALL CLOCK,285.25,35,16,17,8.15
23431,NATURAL HANGING QUILTED HEARTS ,1113.1299999999999,1427,63,67,0.7800490539593552
23432,PRETTY HANGING QUILTED HEARTS,1045.1999999999998,1272,65,70,0.821698113207547
23433,HANGING QUILTED PATCHWORK APPLES,1003.17,1215,76,82,0.8256543209876542
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1624.5,1782,129,134,0.9116161616161617
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,606.28,676,40,44,0.8968639053254438
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,185.0,148,9,9,1.25
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2066.65,1781,82,83,1.160387422796182
23437, 50'S CHRISTMAS GIFT BAG LARGE,2272.25,1885,106,109,1.2054376657824935
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2,2,1.25
23438, RED SPOT GIFT BAG LARGE,2023.5,1686,82,92,1.2001779359430604
23438,GIFT BAG LARGE SPOT ,120.0,96,6,6,1.25
23439,HAND WARMER RED LOVE HEART,7574.1,3721,268,371,2.035501209352325
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,5,5,1.8253658536585367
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,3,3,0.42
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7,7,2.08
23444,Next Day Carriage,1200.0,79,63,79,15.189873417721518
23445,ICE CREAM BUBBLES,2131.0099999999998,2647,81,94,0.8050661125802795
23446,BLUE BUNNY EASTER EGG BASKET,230.24999999999997,157,3,3,1.4665605095541399
23447,PINK BUNNY EASTER EGG BASKET,231.89999999999998,158,4,4,1.4677215189873416
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,3,3,1.6499999999999997
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1,1,1.25
23451,SQUARE MINI PORTRAIT FRAME,519.0,268,38,44,1.9365671641791045
23452,HEART MINI PORTRAIT FRAME,990.9,510,69,81,1.9429411764705882
23453,OVAL  MINI PORTRAIT FRAME,611.85,315,40,46,1.9423809523809525
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,2,3.85
23454,THREE MINI HANGING FRAMES,535.35,129,39,44,4.15
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,2,2.5471428571428576
23455,SMALL PARLOUR PICTURE FRAME,459.56,164,30,32,2.8021951219512196
23456,MEDIUM PARLOUR FRAME ,84.1,22,2,2,3.8227272727272723
23456,MEDIUM PARLOUR PICTURE FRAME ,550.0,136,31,34,4.044117647058823
23457,LARGE PARLOUR FRAME,122.85,27,2,2,4.55
23457,LARGE PARLOUR PICTURE FRAME,375.75,77,25,27,4.87987012987013
23458,DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,30,30,14.95
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,19,19,12.5
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,41,43,9.324814814814815
23461,SWEETHEART BIRD HOUSE,2908.55,829,75,83,3.508504221954162
23462,ROCOCO WALL MIROR,39.9,2,1,1,19.95
23462,ROCOCO WALL MIRROR WHITE,1442.25,75,42,43,19.23
23463,VINTAGE ZINC WATERING CAN,119.39999999999999,12,7,7,9.95
23464,VINTAGE ZINC WATERING CAN SMALL,79.2,16,6,6,4.95
23465,TUSCAN VILLA BIRD FEEDER,132.0,16,8,8,8.25
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,7,8.25
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,4,8.25
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,299.25,37,17,17,8.087837837837839
23467,VINTAGE ZINC PLANTER  ,75.67,23,5,5,3.29
23468,TUSCAN VILLA BIRD TABLE ,156.75,19,11,11,8.25
23469,CARD HOLDER LOVE BIRD SMALL,1255.7600000000002,320,61,63,3.9242500000000007
23470,CARD HOLDER LOVE BIRD LARGE ,1323.4,220,70,75,6.015454545454546
23471,SIX DRAWER OFFICE TIDY,596.0,64,26,26,9.3125
23472, NINE DRAWER OFFICE TIDY,777.9,54,29,30,14.405555555555555
23473,WOODLAND SMALL RED FELT HEART,530.8299999999999,665,41,43,0.7982406015037593
23474,WOODLAND SMALL BLUE FELT HEART,246.51,297,26,27,0.83
23475,WOODLAND SMALL PINK FELT HEART,232.39999999999998,280,25,26,0.83
23476,WOODLAND LARGE RED FELT HEART,247.5,198,18,18,1.25
23477,WOODLAND LARGE BLUE FELT HEART,106.25,85,8,8,1.25
23478,WOODLAND LARGE PINK FELT HEART,307.18,278,9,10,1.1049640287769784
23479,WIRE EGG BASKET ,819.65,109,35,40,7.519724770642202
23480,MINI LIGHTS WOODLAND MUSHROOMS,6118.59,1717,143,173,3.563535235876529
23481,PEARLISED IVORY HEART SMALL ,266.21,217,23,27,1.226774193548387
23482,PEARLISED IVORY HEART LARGE ,651.15,415,32,36,1.5690361445783132
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1526.62,1310,57,66,1.165358778625954
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,331.42,118,20,20,2.8086440677966102
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,5,2.718571428571429
23485,BOTANICAL GARDENS WALL CLOCK ,5719.0,259,70,80,22.08108108108108
23486,ANTIQUE HEART SHELF UNIT,3879.15,267,64,68,14.528651685393259
23487,SWEET HEART CAKE CARRIER,753.9999999999999,78,41,42,9.666666666666666
23489,"GARLAND, VINTAGE BELLS",265.88,92,10,10,2.89
23489,VINTAGE BELLS GARLAND,2246.56,784,116,127,2.8655102040816325
23490,T-LIGHT HOLDER HANGING LOVE BIRD,1965.63,533,83,95,3.687861163227017
23491,VINTAGE JINGLE BELLS HEART,1864.5,226,64,76,8.25
23492,VINTAGE JINGLE BELLS WREATH,610.5,74,24,26,8.25
23493,VINTAGE DOILY TRAVEL SEWING KIT,6736.2,3516,282,349,1.9158703071672354
23494,VINTAGE DOILY DELUXE SEWING KIT ,4194.900000000001,722,145,176,5.8101108033241005
23495,SET OF 3 PANTRY WOODEN SPOONS,240.0,192,21,24,1.25
23496,PANTRY KITCHEN THERMOMETER ,110.0,88,21,22,1.25
23497,CLASSIC CHROME BICYCLE BELL ,3431.35,2451,149,170,1.3999796001631986
23497,CLASSIC CROME BICYCLE BELL ,77.4,60,2,2,1.29
23498,CLASSIC BICYCLE CLIPS ,2200.15,1587,77,86,1.3863579080025206
23499,SET 12 VINTAGE DOILY CHALK ,522.48,1244,86,93,0.42000000000000004
23500,KEY RING BASEBALL BOOT ASSORTED ,1928.8,1580,76,84,1.220759493670886
23501,KEY RING BASEBALL BOOT UNION JACK,2103.3,1770,77,85,1.1883050847457628
23502,PLAYING CARDS VINTAGE DOILEY ,16.25,13,2,2,1.25
23502,PLAYING CARDS VINTAGE DOILY ,822.73,677,78,85,1.2152584933530282
23503,PLAYING CARDS KEEP CALM & CARRY ON,4242.96,3432,284,327,1.2362937062937063
23504,PLAYING CARDS JUBILEE UNION JACK,2073.73,1661,164,190,1.2484828416616496
23505,PLAYING CARDS I LOVE LONDON ,1238.5,1058,93,104,1.1706049149338373
23506,MINI PLAYING CARDS SPACEBOY ,1106.28,2694,114,127,0.4106458797327394
23507,MINI PLAYING CARDS BUFFALO BILL ,1128.18,2839,91,101,0.3973864036632617
23508,MINI PLAYING CARDS DOLLY GIRL ,1013.0400000000001,2472,95,106,0.40980582524271847
23509,MINI PLAYING CARDS FUN FAIR ,433.2,1040,51,54,0.4165384615384615
23510,MINI PLAYING CARDS GYMKHANA,901.74,2297,90,95,0.3925729212015673
23511,EMBROIDERED RIBBON REEL EMILY ,1046.42,524,83,85,1.9969847328244277
23512,EMBROIDERED RIBBON REEL ROSIE,921.46,484,46,49,1.9038429752066117
23513,EMBROIDERED RIBBON REEL SUSIE ,1072.96,556,59,62,1.9297841726618705
23514,EMBROIDERED RIBBON REEL SALLY ,909.14,458,57,62,1.9850218340611354
23515,EMBROIDERED RIBBON REEL DAISY ,1075.3799999999999,558,58,59,1.9272043010752686
23516,EMBROIDERED RIBBON REEL SOPHIE  ,1025.01,291,39,40,3.5223711340206187
23517,EMBROIDERED RIBBON REEL REBECCA ,860.88,312,50,51,2.7592307692307694
23518,EMBROIDERED RIBBON REEL RACHEL ,954.9300000000001,357,40,41,2.674873949579832
23519,EMBROIDERED RIBBON REEL CLAIRE,755.01,219,18,19,3.4475342465753425
23520,EMBROIDERED RIBBON REEL RUBY ,585.63,165,30,30,3.549272727272727
23521,CAT AND BIRD WALL ART,323.64,270,3,4,1.1986666666666665
23521,WALL ART CAT AND BIRD ,324.98,118,18,18,2.7540677966101694
23522,DOG AND BALL WALL ART,425.87999999999994,252,3,4,1.6899999999999997
23522,WALL ART DOG AND BALL ,226.29000000000002,89,17,17,2.5425842696629215
23523,TREASURE AHOY WALL ART,833.46,270,15,16,3.0868888888888892
23523,WALL ART TREASURE AHOY ,317.97,87,21,22,3.654827586206897
23524,HORSE & PONY WALL ART,797.3100000000001,256,16,17,3.1144921875000002
23524,WALL ART HORSE & PONY ,644.6700000000001,209,27,34,3.084545454545455
23525,BUFFALO BILL WALL ART ,845.22,246,15,15,3.4358536585365855
23525,WALL ART BUFFALO BILL ,932.6700000000001,321,24,29,2.905514018691589
23526,DOG LICENCE WALL ART,2081.64,408,28,29,5.102058823529411
23526,WALL ART DOG LICENCE ,2265.18,474,57,62,4.7788607594936705
23527,ANIMALS AND NATURE WALL ART,923.97,267,16,17,3.460561797752809
23527,WALL ART ANIMALS AND NATURE ,471.0,148,25,26,3.1824324324324325
23528,SPACEBOY WALL ART,885.9000000000001,306,12,13,2.8950980392156866
23528,WALL ART SPACEBOY,495.48,156,20,21,3.1761538461538463
23529,DOLLY GIRL WALL ART,1055.94,318,10,11,3.320566037735849
23529,WALL ART DOLLY GIRL ,896.3700000000001,311,18,19,2.8822186495176854
23530,WALL ART ONLY ONE PERSON ,4211.55,1031,59,73,4.084917555771097
23530,"WALL ART,ONLY ONE PERSON ",29.700000000000003,6,1,1,4.95
23531,WALL ART BIG LOVE ,5319.36,960,77,97,5.5409999999999995
23532,WALL ART WORK REST AND PLAY  ,853.47,205,23,26,4.163268292682927
23533,WALL ART GARDEN HAVEN ,936.34,210,27,31,4.4587619047619045
23534,STOP FOR TEA WALL ART,2572.7,518,40,41,4.966602316602316
23534,WALL ART STOP FOR TEA ,3748.1800000000003,688,131,153,5.447936046511629
23535,BICYCLE SAFTEY WALL ART,2371.94,458,38,39,5.178908296943232
23535,WALL ART BICYCLE SAFETY,3412.52,644,102,120,5.298944099378882
23535,WALL ART BICYCLE SAFTEY ,114.15,21,3,3,5.435714285714286
23536,VILLAGE SHOW WALL ART,2072.42,386,17,18,5.3689637305699485
23536,WALL ART VILLAGE SHOW ,1201.6100000000001,227,53,56,5.293436123348018
23537,I LOVE LONDON WALL ART,59.400000000000006,12,2,2,4.95
23537,WALL ART I LOVE LONDON ,387.3,86,18,19,4.503488372093023
23538,WALL ART VINTAGE HEART,1273.92,326,25,27,3.9077300613496937
23539,"WALL ART , LOVES' SECRET ",47.6,8,2,2,5.95
23539,WALL ART LOVES' SECRET ,1082.1100000000001,229,31,33,4.725371179039302
23540,"WALL ART , THE MAGIC FOREST ",13.9,2,1,1,6.95
23540,WALL ART THE MAGIC FOREST ,876.64,144,8,9,6.087777777777777
23541,"WALL ART ,PUDDINGS ",61.2,8,2,2,7.65
23541,WALL ART CLASSIC PUDDINGS ,6093.49,821,95,118,7.4220341047503045
23542,70'S ALPHABET WALL ART,1043.1,150,14,15,6.954
23542,WALL ART 70'S ALPHABET ,2399.58,334,44,55,7.184371257485029
23543,KEEP CALM WALL ART ,2015.97,269,19,20,7.4943122676579925
23543,WALL ART KEEP CALM ,4853.5,958,64,74,5.0662839248434235
23544,WALL ART MID CENTURY MODERN ,1015.78,164,17,20,6.193780487804878
23545,WRAP RED DOILEY,157.5,375,15,15,0.42
23545,WRAP RED VINTAGE DOILY,866.0,2100,63,68,0.4123809523809524
23546,WRAP PAISLEY PARK ,1365.0,3250,106,120,0.42
23547,WRAP FLOWER SHOP  ,661.5,1575,57,62,0.42
23548,WRAP MAGIC FOREST ,451.5,1075,42,43,0.42
23549,WRAP BIRD GARDEN ,546.0,1300,46,51,0.42
23550,WRAP ALPHABET POSTER  ,761.0,1850,60,63,0.41135135135135137
23551,PACK OF 12 PAISLEY PARK TISSUES ,629.4599999999999,1614,88,95,0.38999999999999996
23552,BICYCLE PUNCTURE REPAIR KIT ,3336.7200000000003,1730,93,103,1.9287398843930637
23553,LANDMARK FRAME CAMDEN TOWN ,6244.85,557,50,62,11.211579892280072
23554,LANDMARK FRAME OXFORD STREET,4730.65,419,49,54,11.29033412887828
23555,LANDMARK FRAME NOTTING HILL ,4730.65,419,45,48,11.29033412887828
23556,LANDMARK FRAME COVENT GARDEN ,4912.05,435,46,52,11.292068965517242
23557,LANDMARK FRAME BAKER STREET ,3867.85,347,25,29,11.146541786743516
23558,LANDMARK FRAME LONDON BRIDGE ,4604.2,410,43,47,11.229756097560974
23559,WOODLAND BUNNIES LOLLY MAKERS,1129.28,563,69,75,2.0058259325044405
23560,SET OF 6 RIBBONS COUNTRY STYLE,447.07,163,20,20,2.742760736196319
23561,SET OF 6 RIBBONS PARTY,458.63,167,13,13,2.7462874251497005
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,678.27,243,37,37,2.7912345679012347
23564,EGG CUP MILKMAID INGRID,703.51,587,39,42,1.1984838160136286
23565,EGG CUP MILKMAID HELGA ,435.0,348,28,31,1.25
23566,EGG CUP MILKMAID HEIDI,919.52,784,44,46,1.1728571428571428
23567,EGG CUP HENRIETTA HEN PINK,233.75,187,15,18,1.25
23568,EGG CUP HENRIETTA HEN CREAM ,664.52,580,24,28,1.1457241379310346
23569,TRADTIONAL ALPHABET STAMP SET,4497.3,926,152,174,4.8566954643628515
23570,TRADITIONAL PICK UP STICKS GAME ,2295.0,1836,203,231,1.25
23571,TRADITIONAL NAUGHTS & CROSSES,3300.8999999999996,2018,195,216,1.635728444003964
23574,PACKING CHARGE,105.0,14,9,14,7.5
23575,SNACK TRAY PAISLEY PARK,305.4,164,22,22,1.8621951219512194
23576,SNACK TRAY RED VINTAGE DOILY,346.34999999999997,185,28,29,1.872162162162162
23578,SNACK TRAY RED GINGHAM,109.2,56,11,11,1.95
23579,SNACK TRAY I LOVE LONDON,276.15,149,22,24,1.8533557046979865
23580,SNACK TRAY HAPPY FOREST  ,214.5,110,20,21,1.95
23581,JUMBO BAG PAISLEY PARK,8498.04,4358,230,302,1.9499862322166133
23582,VINTAGE DOILY JUMBO BAG RED ,8508.220000000001,4434,186,234,1.918858818222824
23583,LUNCH BAG PAISLEY PARK  ,5251.25,3305,233,298,1.5888804841149773
23597,PAPER BUNTING PAISLEY PARK,661.7,246,28,28,2.689837398373984
23598,PAPER BUNTING VINTAGE PARTY,1175.0,420,40,42,2.7976190476190474
23630,SET 10 CARDS HANGING BAUBLES 17080,2.99,1,1,1,2.99
23660,HENRIETTA HEN MUG ,483.44999999999993,293,30,31,1.6499999999999997
23661,MILK MAIDS MUG ,336.59999999999997,204,23,23,1.65
23664,FLOWER SHOP DESIGN MUG,1.65,1,1,1,1.65
23681,LUNCH BAG RED VINTAGE DOILY,2432.55,1547,105,118,1.572430510665805
23691,KEEP CALM BIRTHDAY WRAP,21.0,50,2,2,0.42
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,34,36,0.4093333333333333
23692,WRAP A PRETTY THANK YOU,21.0,50,2,2,0.42
23694,PAISLEY PARK CARD,141.84,348,23,24,0.40758620689655173
23695,DOILY THANK YOU CARD,286.62,703,41,44,0.4077098150782361
23697,A PRETTY THANK YOU CARD,179.64,438,26,26,0.41013698630136985
23702,High Resolution Image,27.0,4,3,3,6.75
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,80995,1,1,2.08
35001G,HAND OPEN SHAPE GOLD,506.58,156,23,24,3.2473076923076922
35001W,HAND OPEN SHAPE DECO.WHITE,270.02000000000004,92,5,5,2.9350000000000005
35004B,SET OF 3 BLACK FLYING DUCKS,2251.15,475,30,47,4.739263157894737
35004C,SET OF 3 COLOURED  FLYING DUCKS,1882.65,393,28,38,4.790458015267176
35004G,SET OF 3 GOLD FLYING DUCKS,448.3,126,16,20,3.557936507936508
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,1,1,5.45
35095A,BLUE VICTORIAN FABRIC OVAL BOX,293.82,811,29,34,0.36229346485819974
35095B,RED VICTORIAN FABRIC OVAL BOX,277.44,772,36,41,0.3593782383419689
35241,ENAMEL BLUE RIM BISCUIT BIN,413.95000000000005,89,27,30,4.651123595505618
35265,COLOURFUL FLOWER FRUIT BOWL,50.25,16,11,11,3.140625
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,19,2,2,0.19000000000000003
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,5,5,8.95
35443,RASTA IN BATH W SPLIFF ASHTRAY,5.949999999999999,7,5,5,0.8499999999999999
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,690.0,1654,114,137,0.41717049576783555
35591T,TURQUOISE CHRISTMAS TREE ,6.25,5,4,4,1.25
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1,1,1.25
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,1,1,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.48,46,2,2,0.38
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2,2,2.9500000000000006
35598B,BLACK CHRISTMAS TREE 60CM,433.70000000000005,554,20,22,0.7828519855595669
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2,2,2.95
35598D,PINK/WHITE CHRISTMAS TREE 60CM,433.22,660,23,24,0.6563939393939394
35599B,BLACK CHRISTMAS TREE 120CM,503.85,209,19,23,2.4107655502392347
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,465.38,186,17,19,2.502043010752688
35607A,PINK FLUFFY CHRISTMAS DECORATION,4.5600000000000005,24,1,1,0.19000000000000003
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,7,7,0.19000000000000003
35610A,PINK CHRISTMAS FLOCK DROPLET ,10.0,8,1,1,1.25
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,1,1,1.25
35610C,WHITE CHRISTMAS FLOCK DROPLET ,30.0,24,1,1,1.25
35637A,IVORY STRING CURTAIN WITH POLE ,363.7,166,23,24,2.190963855421687
35637C,PINK STRING CURTAIN WITH POLE,62.6,28,7,7,2.2357142857142858
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,5,2.1605263157894736
35638B,PINK/BLUE STRING CURTAIN ,109.2,56,4,4,1.95
35645,VINTAGE BEAD PINK JEWEL BOX,17.0,4,2,3,4.25
35646,VINTAGE BEAD PINK EVENING BAG,668.88,513,32,44,1.303859649122807
35647,VINTAGE BEAD PINK SHADE ,16.25,13,2,2,1.25
35648,VINTAGE BEAD PINK PURSE ,774.76,812,40,60,0.9541379310344827
35649,VINTAGE BEAD COSMETIC BAG ,51.82,16,5,6,3.23875
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,1,1,1,4.95
35651,VINTAGE BEAD PINK SCARF ,557.0999999999999,330,29,33,1.688181818181818
35653,VINTAGE BEAD NOTEBOOK,138.65,47,11,17,2.95
35809A,ENAMEL PINK TEA CONTAINER,374.10999999999996,388,37,40,0.9642010309278349
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,8,3,3,1.1475
35810A,ENAMEL PINK COFFEE CONTAINER,545.38,602,46,52,0.9059468438538206
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,155.03,147,18,21,1.054625850340136
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,5,5,0.39061728395061734
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,2,0.38
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",15.299999999999999,6,1,1,2.55
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005,12,1,1,0.38000000000000006
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.780000000000001,31,3,3,0.38000000000000006
35818P,"ACRYLIC JEWEL ICICLE, PINK",99.18,261,15,17,0.38
35819B,"ACRYLIC HANGING JEWEL,BLUE",101.08,266,19,22,0.38
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7,0.7005263157894737
35833P,4 PINK FLOCK CHRISTMAS BALLS,45.0,36,8,11,1.25
35909A,RABBIT EASTER DECORATION,23.6,8,3,3,2.95
35909B,PINK FLOWERS RABBIT EASTER,23.6,8,2,2,2.95
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20,4,4,1.95
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13,3,3,1.9499999999999997
35911A,MULTICOLOUR RABBIT EGG WARMER,194.14999999999998,205,23,25,0.9470731707317072
35911B,PINK/FLOWER RABBIT EGG WARMER ,35.7,17,4,4,2.1
35912B,WHITE/PINK CHICK DECORATION,283.89,249,15,18,1.1401204819277109
35913B,WHITE/PINK CHICK EASTER DECORATION,28.9,34,8,9,0.85
35914,PINK CHICK EGG WARMER + EGG CUP,162.25,135,16,18,1.201851851851852
35915B,BLUE KNITTED HEN ,150.14999999999998,91,14,14,1.6499999999999997
35915C,PEACH KNITTED HEN ,80.85,49,8,8,1.65
35916A,YELLOW FELT HANGING HEART W FLOWER,17.0,20,3,3,0.85
35916B,BLUE FELT HANGING HEART WITH FLOWER,5.1,6,1,1,0.85
35916C,PINK FELT HANGING HEART W FLOWER,45.9,54,5,5,0.85
35920,FOUR RABBIT EASTER DECORATIONS,83.75,67,11,11,1.25
35921,EASTER BUNNY HANGING GARLAND,67.5,54,9,11,1.25
35922,EASTER BUNNY WREATH,138.6,28,10,10,4.95
35923,CANDY HEART HANGING DECORATION,631.71,1265,30,41,0.4993754940711463
35924,HANGING FAIRY CAKE DECORATION,1262.1,724,25,31,1.7432320441988949
35933,PINK STOCKING CHRISTMAS DECORATION,84.36,222,15,16,0.38
35953,FOLKART STAR CHRISTMAS DECORATIONS,1281.1599999999999,3016,81,85,0.424787798408488
35954,SMALL FOLKART STAR CHRISTMAS DEC,244.23000000000002,1076,30,32,0.22697955390334573
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,146.04000000000002,558,7,7,0.26172043010752694
35958,FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,3,3,0.85
35961,FOLKART ZINC HEART CHRISTMAS DEC,2127.39,2679,116,153,0.7940985442329227
35964,FOLKART CLIP ON STARS,245.61,621,34,37,0.3955072463768116
35965,FOLKART HEART NAPKIN RINGS,181.87,181,22,28,1.0048066298342542
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,2,2,0.38000000000000006
35967,FOLK ART METAL STAR T-LIGHT HOLDER,150.54000000000002,381,24,29,0.3951181102362205
35968,FOLK ART METAL HEART T-LIGHT HOLDER,52.760000000000005,145,14,18,0.36386206896551726
35970,ZINC FOLKART SLEIGH BELLS,7631.31,4627,270,339,1.6492997622649666
35971,ROSE FOLKART HEART DECORATIONS,504.64,423,39,53,1.1930023640661938
35972,DAISY FOLKART HEART DECORATION,120.0,96,14,16,1.25
37327,ASSTD MULTICOLOUR CIRCLES MUG,547.98,1374,36,45,0.39882096069869
37330,BIG POLKADOT MUG,2.34,6,1,1,0.38999999999999996
37333,"RETRO ""TEA FOR ONE"" ",54.3,14,9,11,3.8785714285714286
37340,MULTICOLOUR SPRING FLOWER MUG,803.74,2042,59,63,0.39360430950048975
37342,POLKADOT COFFEE CUP & SAUCER PINK,1142.29,1435,50,63,0.796020905923345
37343,POLKADOT MUG PINK ,89.69999999999999,62,8,8,1.4467741935483869
37351,ORANGE FLOWER MUG ,1.56,4,1,1,0.39
